mass,logt,lum
0.8,6.089266,0.067
0.8,6.103544,0.057
0.8,6.110687,0.052
0.8,6.12498,0.042
0.8,6.132132,0.036
0.8,6.139284,0.031
0.8,6.153595,0.021
0.8,6.160751,0.016
0.8,6.175065,0.006
0.8,6.182223,0.001
0.8,6.189384,-0.005
0.8,6.203704,-0.015
0.8,6.210864,-0.02
0.8,6.22519,-0.03
0.8,6.232353,-0.036
0.8,6.239517,-0.041
0.8,6.253851,-0.051
0.8,6.26102,-0.056
0.8,6.27536,-0.067
0.8,6.282536,-0.072
0.8,6.289714,-0.077
0.8,6.304075,-0.088
0.8,6.31126,-0.093
0.8,6.325639,-0.103
0.8,6.332834,-0.108
0.8,6.340033,-0.114
0.8,6.354445,-0.124
0.8,6.361656,-0.129
0.8,6.376095,-0.14
0.8,6.383322,-0.145
0.8,6.390557,-0.15
0.8,6.405039,-0.161
0.8,6.411569,-0.166
0.8,6.422705,-0.174
0.8,6.431999,-0.181
0.8,6.439983,-0.187
0.8,6.450292,-0.194
0.8,6.459959,-0.201
0.8,6.469231,-0.208
0.8,6.481156,-0.217
0.8,6.489656,-0.223
0.8,6.500847,-0.231
0.8,6.509032,-0.237
0.8,6.519617,-0.245
0.8,6.529442,-0.252
0.8,6.540937,-0.26
0.8,6.549809,-0.266
0.8,6.560314,-0.274
0.8,6.570511,-0.281
0.8,6.580521,-0.288
0.8,6.590033,-0.295
0.8,6.599089,-0.301
0.8,6.610836,-0.309
0.8,6.619418,-0.315
0.8,6.63386,-0.325
0.8,6.640552,-0.33
0.8,6.655472,-0.34
0.8,6.662946,-0.345
0.8,6.670424,-0.35
0.8,6.685403,-0.361
0.8,6.692903,-0.366
0.8,6.700412,-0.371
0.8,6.715457,-0.381
0.8,6.722994,-0.387
0.8,6.730544,-0.392
0.8,6.745672,-0.402
0.8,6.753257,-0.407
0.8,6.760854,-0.413
0.8,6.776091,-0.423
0.8,6.783735,-0.428
0.8,6.791394,-0.433
0.8,6.79907,-0.438
0.8,6.81448,-0.449
0.8,6.822214,-0.454
0.8,6.829969,-0.459
0.8,6.845455,-0.469
0.8,6.853155,-0.474
0.8,6.860825,-0.48
0.8,6.876079,-0.489
0.8,6.883661,-0.494
0.8,6.891214,-0.499
0.8,6.90623,-0.509
0.8,6.913694,-0.513
0.8,6.921128,-0.518
0.8,6.935904,-0.527
0.8,6.943248,-0.532
0.8,6.950561,-0.536
0.8,6.965095,-0.545
0.8,6.972317,-0.549
0.8,6.979508,-0.554
0.8,6.993798,-0.562
0.8,7.000898,-0.566
0.8,7.014999,-0.574
0.8,7.022003,-0.578
0.8,7.028978,-0.582
0.8,7.042831,-0.589
0.8,7.049714,-0.593
0.8,7.063378,-0.6
0.8,7.070164,-0.604
0.8,7.083639,-0.611
0.8,7.090332,-0.614
0.8,7.103616,-0.621
0.8,7.110212,-0.624
0.8,7.123306,-0.63
0.8,7.129806,-0.633
0.8,7.142705,-0.639
0.8,7.149108,-0.642
0.8,7.161814,-0.647
0.8,7.174394,-0.652
0.8,7.180633,-0.655
0.8,7.193022,-0.66
0.8,7.199165,-0.662
0.8,7.211361,-0.666
0.8,7.223428,-0.671
0.8,7.229413,-0.672
0.8,7.241285,-0.676
0.8,7.25303,-0.68
0.8,7.264648,-0.683
0.8,7.270409,-0.684
0.8,7.281835,-0.687
0.8,7.293141,-0.689
0.8,7.304322,-0.691
0.8,7.309869,-0.692
0.8,7.320865,-0.693
0.8,7.331735,-0.694
0.8,7.342478,-0.695
0.8,7.3531,-0.695
0.8,7.363604,-0.695
0.8,7.373993,-0.694
0.8,7.379144,-0.694
0.8,7.389363,-0.693
0.8,7.399471,-0.692
0.8,7.409475,-0.691
0.8,7.419367,-0.688
0.8,7.429148,-0.685
0.8,7.443615,-0.68
0.8,7.453127,-0.676
0.8,7.46254,-0.672
0.8,7.471859,-0.668
0.8,7.481086,-0.662
0.8,7.490223,-0.657
0.8,7.499275,-0.651
0.8,7.512704,-0.642
0.8,7.521564,-0.636
0.8,7.530352,-0.63
0.8,7.539069,-0.623
0.8,7.552008,-0.613
0.8,7.560488,-0.606
0.8,7.572844,-0.595
0.8,7.58086,-0.588
0.8,7.592591,-0.578
0.8,7.600256,-0.57
0.8,7.611535,-0.559
0.8,7.622618,-0.548
0.8,7.629893,-0.541
0.8,7.640668,-0.531
0.8,7.651402,-0.521
0.8,7.662062,-0.513
0.8,7.669828,-0.507
0.8,7.68072,-0.5
0.8,7.691357,-0.495
0.8,7.701685,-0.492
0.8,7.711798,-0.492
0.8,7.721788,-0.496
0.8,7.731748,-0.503
0.8,7.741768,-0.513
0.8,7.751929,-0.527
0.8,7.762295,-0.542
0.8,7.76934,-0.553
0.8,7.782176,-0.572
0.8,7.795189,-0.587
0.8,7.8035,-0.595
0.8,7.813267,-0.602
0.8,7.824706,-0.608
0.8,7.838046,-0.612
0.8,7.853532,-0.614
0.8,7.871413,-0.615
0.8,7.891943,-0.615
0.8,7.915361,-0.614
0.8,7.941893,-0.614
0.8,7.971729,-0.614
0.8,8.005022,-0.613
0.8,8.04187,-0.613
0.8,8.082319,-0.612
0.8,8.126359,-0.612
0.8,8.173914,-0.611
0.8,8.224857,-0.61
0.8,8.279019,-0.609
0.8,8.336187,-0.609
0.8,8.395417,-0.608
0.8,8.447532,-0.608
0.8,8.494056,-0.607
0.8,8.536075,-0.607
0.8,8.574384,-0.606
0.8,8.609587,-0.606
0.8,8.642149,-0.606
0.8,8.672439,-0.605
0.8,8.700753,-0.605
0.8,8.727334,-0.605
0.8,8.752381,-0.604
0.8,8.776062,-0.604
0.8,8.798519,-0.603
0.8,8.819872,-0.603
0.8,8.840223,-0.602
0.8,8.859663,-0.602
0.8,8.87827,-0.602
0.8,8.896113,-0.601
0.8,8.913251,-0.601
0.8,8.929739,-0.6
0.8,8.945623,-0.6
0.8,8.960947,-0.6
0.8,8.975749,-0.599
0.8,8.990063,-0.599
0.8,9.003921,-0.598
0.8,9.017346,-0.598
0.8,9.030373,-0.597
0.8,9.04302,-0.597
0.8,9.05531,-0.597
0.8,9.067261,-0.596
0.8,9.078892,-0.596
0.8,9.090216,-0.595
0.8,9.101255,-0.595
0.8,9.112022,-0.595
0.8,9.122527,-0.594
0.8,9.132785,-0.594
0.8,9.142802,-0.593
0.8,9.152597,-0.593
0.8,9.162176,-0.593
0.8,9.171548,-0.592
0.8,9.180722,-0.592
0.8,9.189704,-0.591
0.8,9.198506,-0.591
0.8,9.207133,-0.59
0.8,9.215593,-0.59
0.8,9.22389,-0.59
0.8,9.23203,-0.589
0.8,9.240022,-0.589
0.8,9.24787,-0.588
0.8,9.255579,-0.588
0.8,9.263153,-0.588
0.8,9.270595,-0.587
0.8,9.277914,-0.587
0.8,9.285112,-0.586
0.8,9.292192,-0.586
0.8,9.299159,-0.586
0.8,9.306015,-0.585
0.8,9.312763,-0.585
0.8,9.31941,-0.584
0.8,9.325957,-0.584
0.8,9.332406,-0.584
0.8,9.338761,-0.583
0.8,9.345023,-0.583
0.8,9.351197,-0.582
0.8,9.357285,-0.582
0.8,9.363288,-0.582
0.8,9.36921,-0.581
0.8,9.375051,-0.581
0.8,9.380815,-0.58
0.8,9.386504,-0.58
0.8,9.39212,-0.58
0.8,9.397664,-0.579
0.8,9.403136,-0.579
0.8,9.408542,-0.578
0.8,9.413881,-0.578
0.8,9.419156,-0.577
0.8,9.424367,-0.577
0.8,9.429517,-0.577
0.8,9.434604,-0.576
0.8,9.439634,-0.576
0.8,9.444607,-0.575
0.8,9.449523,-0.575
0.8,9.454384,-0.575
0.8,9.45919,-0.574
0.8,9.463945,-0.574
0.8,9.468649,-0.573
0.8,9.473302,-0.573
0.8,9.477905,-0.573
0.8,9.482459,-0.572
0.8,9.486967,-0.572
0.8,9.491429,-0.571
0.8,9.495845,-0.571
0.8,9.500217,-0.57
0.8,9.504544,-0.57
0.8,9.50883,-0.57
0.8,9.513074,-0.569
0.8,9.517276,-0.569
0.8,9.521439,-0.568
0.8,9.525562,-0.568
0.8,9.529645,-0.568
0.8,9.533691,-0.567
0.8,9.537699,-0.567
0.8,9.541672,-0.566
0.8,9.545608,-0.566
0.8,9.549507,-0.566
0.8,9.553373,-0.565
0.8,9.557205,-0.565
0.8,9.561004,-0.564
0.8,9.564769,-0.564
0.8,9.568501,-0.564
0.8,9.572202,-0.563
0.8,9.575872,-0.563
0.8,9.579512,-0.562
0.8,9.583121,-0.562
0.8,9.586699,-0.561
0.8,9.590249,-0.561
0.8,9.59377,-0.561
0.8,9.597263,-0.56
0.8,9.600728,-0.56
0.8,9.604164,-0.559
0.8,9.607575,-0.559
0.8,9.610959,-0.558
0.8,9.614317,-0.558
0.8,9.617649,-0.558
0.8,9.620956,-0.557
0.8,9.624237,-0.557
0.8,9.627494,-0.556
0.8,9.630727,-0.556
0.8,9.633936,-0.556
0.8,9.637121,-0.555
0.8,9.640283,-0.555
0.8,9.643422,-0.554
0.8,9.646539,-0.554
0.8,9.649634,-0.553
0.8,9.652707,-0.553
0.8,9.655757,-0.553
0.8,9.658787,-0.552
0.8,9.661796,-0.552
0.8,9.664784,-0.551
0.8,9.667752,-0.551
0.8,9.670698,-0.55
0.8,9.673626,-0.55
0.8,9.676534,-0.55
0.8,9.679423,-0.549
0.8,9.682293,-0.549
0.8,9.685144,-0.548
0.8,9.687976,-0.548
0.8,9.69079,-0.547
0.8,9.693585,-0.547
0.8,9.696363,-0.547
0.8,9.699124,-0.546
0.8,9.701866,-0.546
0.8,9.704591,-0.545
0.8,9.7073,-0.545
0.8,9.709992,-0.544
0.8,9.712667,-0.544
0.8,9.715325,-0.544
0.8,9.717968,-0.543
0.8,9.720595,-0.543
0.8,9.723206,-0.542
0.8,9.725801,-0.542
0.8,9.728381,-0.541
0.8,9.730945,-0.541
0.8,9.733495,-0.54
0.8,9.73603,-0.54
0.8,9.73855,-0.54
0.8,9.741055,-0.539
0.8,9.743546,-0.539
0.8,9.746023,-0.538
0.8,9.748486,-0.538
0.8,9.750935,-0.537
0.8,9.75337,-0.537
0.8,9.755791,-0.536
0.8,9.758199,-0.536
0.8,9.760594,-0.536
0.8,9.762976,-0.535
0.8,9.765345,-0.535
0.8,9.7677,-0.534
0.8,9.770044,-0.534
0.8,9.772375,-0.533
0.8,9.779292,-0.532
0.8,9.790582,-0.53
0.8,9.799408,-0.528
0.8,9.810194,-0.526
0.8,9.820718,-0.523
0.8,9.830993,-0.521
0.8,9.839041,-0.519
0.8,9.850841,-0.516
0.8,9.860435,-0.514
0.8,9.869822,-0.512
0.8,9.87901,-0.509
0.8,9.889785,-0.506
0.8,9.900299,-0.503
0.8,9.910565,-0.5
0.8,9.920593,-0.498
0.8,9.930396,-0.494
0.8,9.939982,-0.491
0.8,9.949361,-0.489
0.8,9.960053,-0.485
0.8,9.969013,-0.482
0.8,9.979237,-0.478
0.8,9.989226,-0.474
0.8,9.998991,-0.47
0.9,5.69271,0.436
0.9,5.699402,0.432
0.9,5.712818,0.422
0.9,5.719543,0.417
0.9,5.733023,0.407
0.9,5.739781,0.402
0.9,5.753321,0.392
0.9,5.760107,0.387
0.9,5.773706,0.377
0.9,5.78052,0.372
0.9,5.794175,0.362
0.9,5.801016,0.357
0.9,5.814723,0.347
0.9,5.82159,0.342
0.9,5.835347,0.332
0.9,5.842238,0.327
0.9,5.849136,0.322
0.9,5.862956,0.312
0.9,5.869878,0.307
0.9,5.883745,0.297
0.9,5.890689,0.291
0.9,5.904601,0.281
0.9,5.911568,0.276
0.9,5.925524,0.266
0.9,5.932512,0.261
0.9,5.939508,0.256
0.9,5.953523,0.246
0.9,5.960541,0.241
0.9,5.974601,0.231
0.9,5.981641,0.226
0.9,5.995745,0.216
0.9,6.002805,0.211
0.9,6.009876,0.205
0.9,6.024034,0.195
0.9,6.031122,0.19
0.9,6.045319,0.18
0.9,6.052425,0.175
0.9,6.059541,0.17
0.9,6.073784,0.16
0.9,6.080915,0.155
0.9,6.095194,0.145
0.9,6.102341,0.14
0.9,6.109491,0.135
0.9,6.123809,0.124
0.9,6.130973,0.119
0.9,6.145318,0.109
0.9,6.152493,0.104
0.9,6.159672,0.099
0.9,6.174042,0.089
0.9,6.181232,0.084
0.9,6.195615,0.074
0.9,6.20281,0.069
0.9,6.210008,0.064
0.9,6.224406,0.053
0.9,6.231605,0.048
0.9,6.246008,0.038
0.9,6.253212,0.033
0.9,6.260415,0.028
0.9,6.274818,0.018
0.9,6.282019,0.013
0.9,6.289221,0.007
0.9,6.303619,-0.003
0.9,6.310819,-0.008
0.9,6.325214,-0.018
0.9,6.332412,-0.023
0.9,6.339608,-0.028
0.9,6.353966,-0.039
0.9,6.360961,-0.044
0.9,6.374369,-0.053
0.9,6.381039,-0.058
0.9,6.393596,-0.067
0.9,6.399527,-0.071
0.9,6.41133,-0.08
0.9,6.422035,-0.087
0.9,6.432156,-0.095
0.9,6.442215,-0.102
0.9,6.451486,-0.109
0.9,6.460226,-0.115
0.9,6.472932,-0.124
0.9,6.480925,-0.13
0.9,6.489271,-0.136
0.9,6.502763,-0.145
0.9,6.509024,-0.15
0.9,6.523684,-0.16
0.9,6.531033,-0.165
0.9,6.545771,-0.176
0.9,6.553158,-0.181
0.9,6.560556,-0.186
0.9,6.575396,-0.196
0.9,6.582836,-0.201
0.9,6.590288,-0.207
0.9,6.605244,-0.217
0.9,6.612743,-0.222
0.9,6.620261,-0.227
0.9,6.635341,-0.237
0.9,6.642907,-0.243
0.9,6.65049,-0.248
0.9,6.665709,-0.258
0.9,6.673344,-0.263
0.9,6.681,-0.268
0.9,6.69636,-0.278
0.9,6.704018,-0.283
0.9,6.71165,-0.288
0.9,6.719253,-0.293
0.9,6.734377,-0.303
0.9,6.741898,-0.308
0.9,6.749391,-0.313
0.9,6.764292,-0.322
0.9,6.771701,-0.327
0.9,6.779082,-0.332
0.9,6.793759,-0.341
0.9,6.801055,-0.345
0.9,6.815562,-0.354
0.9,6.822773,-0.359
0.9,6.829955,-0.363
0.9,6.844234,-0.372
0.9,6.851331,-0.376
0.9,6.865437,-0.384
0.9,6.872446,-0.388
0.9,6.879426,-0.392
0.9,6.893298,-0.4
0.9,6.90019,-0.404
0.9,6.913884,-0.412
0.9,6.920686,-0.415
0.9,6.9342,-0.422
0.9,6.940912,-0.426
0.9,6.954243,-0.433
0.9,6.960863,-0.436
0.9,6.974009,-0.443
0.9,6.980536,-0.446
0.9,6.993497,-0.452
0.9,6.99993,-0.455
0.9,7.012702,-0.461
0.9,7.019041,-0.464
0.9,7.031623,-0.469
0.9,7.044077,-0.474
0.9,7.050256,-0.477
0.9,7.062518,-0.481
0.9,7.074648,-0.486
0.9,7.080663,-0.488
0.9,7.092598,-0.491
0.9,7.104395,-0.495
0.9,7.110246,-0.497
0.9,7.121845,-0.5
0.9,7.133315,-0.502
0.9,7.139,-0.504
0.9,7.150268,-0.506
0.9,7.161404,-0.508
0.9,7.172407,-0.51
0.9,7.183276,-0.511
0.9,7.194012,-0.512
0.9,7.199327,-0.512
0.9,7.209863,-0.513
0.9,7.22027,-0.513
0.9,7.230543,-0.513
0.9,7.240689,-0.512
0.9,7.250708,-0.511
0.9,7.260601,-0.51
0.9,7.270364,-0.508
0.9,7.280004,-0.506
0.9,7.289524,-0.504
0.9,7.303578,-0.5
0.9,7.312803,-0.497
0.9,7.321913,-0.494
0.9,7.330913,-0.49
0.9,7.339805,-0.486
0.9,7.352938,-0.48
0.9,7.361562,-0.475
0.9,7.370084,-0.47
0.9,7.382685,-0.462
0.9,7.390969,-0.456
0.9,7.399165,-0.45
0.9,7.4113,-0.44
0.9,7.419281,-0.432
0.9,7.431061,-0.421
0.9,7.442428,-0.41
0.9,7.449785,-0.402
0.9,7.460507,-0.39
0.9,7.470847,-0.379
0.9,7.480837,-0.368
0.9,7.49048,-0.356
0.9,7.499834,-0.344
0.9,7.511957,-0.328
0.9,7.520787,-0.317
0.9,7.529355,-0.307
0.9,7.540467,-0.293
0.9,7.551419,-0.28
0.9,7.560098,-0.27
0.9,7.571112,-0.259
0.9,7.579592,-0.253
0.9,7.590672,-0.248
0.9,7.601479,-0.248
0.9,7.609499,-0.251
0.9,7.62021,-0.26
0.9,7.631077,-0.274
0.9,7.639405,-0.286
0.9,7.651337,-0.306
0.9,7.660216,-0.32
0.9,7.672692,-0.337
0.9,7.680668,-0.346
0.9,7.69005,-0.355
0.9,7.701046,-0.362
0.9,7.713885,-0.369
0.9,7.728807,-0.373
0.9,7.746061,-0.375
0.9,7.765901,-0.376
0.9,7.788571,-0.376
0.9,7.814299,-0.375
0.9,7.843287,-0.374
0.9,7.875697,-0.374
0.9,7.911644,-0.373
0.9,7.951187,-0.373
0.9,7.994327,-0.373
0.9,8.041006,-0.372
0.9,8.091111,-0.372
0.9,8.144481,-0.371
0.9,8.200913,-0.371
0.9,8.260184,-0.37
0.9,8.322046,-0.369
0.9,8.383104,-0.368
0.9,8.436627,-0.367
0.9,8.484273,-0.366
0.9,8.527203,-0.365
0.9,8.566269,-0.365
0.9,8.602109,-0.364
0.9,8.635215,-0.364
0.9,8.665976,-0.363
0.9,8.694701,-0.362
0.9,8.721643,-0.362
0.9,8.747012,-0.361
0.9,8.770979,-0.361
0.9,8.793693,-0.36
0.9,8.815278,-0.359
0.9,8.835841,-0.359
0.9,8.855474,-0.358
0.9,8.874258,-0.358
0.9,8.892263,-0.357
0.9,8.909551,-0.356
0.9,8.926177,-0.356
0.9,8.94219,-0.355
0.9,8.957633,-0.354
0.9,8.972546,-0.354
0.9,8.986964,-0.353
0.9,9.00092,-0.353
0.9,9.014441,-0.352
0.9,9.027549,-0.351
0.9,9.040278,-0.351
0.9,9.052644,-0.35
0.9,9.064668,-0.35
0.9,9.076367,-0.349
0.9,9.08776,-0.348
0.9,9.098858,-0.348
0.9,9.109683,-0.347
0.9,9.120245,-0.347
0.9,9.130556,-0.346
0.9,9.140627,-0.345
0.9,9.150468,-0.345
0.9,9.160093,-0.344
0.9,9.16951,-0.343
0.9,9.178727,-0.343
0.9,9.187752,-0.342
0.9,9.196591,-0.342
0.9,9.205256,-0.341
0.9,9.213751,-0.34
0.9,9.222084,-0.34
0.9,9.23026,-0.339
0.9,9.238282,-0.339
0.9,9.246161,-0.338
0.9,9.2539,-0.337
0.9,9.261503,-0.337
0.9,9.268976,-0.336
0.9,9.276319,-0.335
0.9,9.283543,-0.335
0.9,9.290649,-0.334
0.9,9.29764,-0.334
0.9,9.304521,-0.333
0.9,9.311294,-0.332
0.9,9.317961,-0.332
0.9,9.324529,-0.331
0.9,9.331,-0.33
0.9,9.337375,-0.33
0.9,9.343659,-0.329
0.9,9.34985,-0.328
0.9,9.355957,-0.328
0.9,9.361979,-0.327
0.9,9.367918,-0.327
0.9,9.373778,-0.326
0.9,9.379557,-0.325
0.9,9.385263,-0.325
0.9,9.390895,-0.324
0.9,9.396454,-0.323
0.9,9.401943,-0.323
0.9,9.407362,-0.322
0.9,9.412716,-0.321
0.9,9.418004,-0.321
0.9,9.423229,-0.32
0.9,9.428392,-0.32
0.9,9.433495,-0.319
0.9,9.438536,-0.318
0.9,9.443521,-0.318
0.9,9.44845,-0.317
0.9,9.453323,-0.316
0.9,9.458142,-0.316
0.9,9.462907,-0.315
0.9,9.467621,-0.314
0.9,9.472285,-0.314
0.9,9.4769,-0.313
0.9,9.481466,-0.312
0.9,9.485982,-0.312
0.9,9.490454,-0.311
0.9,9.494881,-0.31
0.9,9.499262,-0.31
0.9,9.5036,-0.309
0.9,9.507894,-0.308
0.9,9.512147,-0.308
0.9,9.516358,-0.307
0.9,9.520529,-0.306
0.9,9.524661,-0.306
0.9,9.528753,-0.305
0.9,9.532807,-0.304
0.9,9.536823,-0.304
0.9,9.540804,-0.303
0.9,9.544747,-0.302
0.9,9.548656,-0.302
0.9,9.552528,-0.301
0.9,9.556368,-0.301
0.9,9.560173,-0.3
0.9,9.563946,-0.299
0.9,9.567686,-0.298
0.9,9.571393,-0.298
0.9,9.57507,-0.297
0.9,9.578716,-0.296
0.9,9.582332,-0.296
0.9,9.585917,-0.295
0.9,9.589473,-0.294
0.9,9.593,-0.293
0.9,9.596499,-0.293
0.9,9.59997,-0.292
0.9,9.603414,-0.291
0.9,9.606829,-0.291
0.9,9.610219,-0.29
0.9,9.613583,-0.289
0.9,9.616921,-0.289
0.9,9.620233,-0.288
0.9,9.62352,-0.287
0.9,9.626782,-0.287
0.9,9.63002,-0.286
0.9,9.633234,-0.285
0.9,9.636425,-0.285
0.9,9.639592,-0.284
0.9,9.642735,-0.283
0.9,9.645857,-0.282
0.9,9.648957,-0.282
0.9,9.652034,-0.281
0.9,9.65509,-0.28
0.9,9.658124,-0.279
0.9,9.661138,-0.279
0.9,9.66413,-0.278
0.9,9.667103,-0.277
0.9,9.670055,-0.276
0.9,9.672986,-0.276
0.9,9.675898,-0.275
0.9,9.678791,-0.274
0.9,9.681665,-0.274
0.9,9.68452,-0.273
0.9,9.687357,-0.272
0.9,9.690174,-0.271
0.9,9.692974,-0.271
0.9,9.695756,-0.27
0.9,9.69852,-0.269
0.9,9.701267,-0.268
0.9,9.703995,-0.268
0.9,9.706708,-0.267
0.9,9.709403,-0.266
0.9,9.712082,-0.265
0.9,9.714745,-0.265
0.9,9.71739,-0.264
0.9,9.72002,-0.263
0.9,9.722635,-0.262
0.9,9.725234,-0.262
0.9,9.727817,-0.261
0.9,9.730384,-0.26
0.9,9.732937,-0.259
0.9,9.735475,-0.259
0.9,9.737998,-0.258
0.9,9.740507,-0.257
0.9,9.743001,-0.256
0.9,9.745481,-0.256
0.9,9.747947,-0.255
0.9,9.750399,-0.254
0.9,9.752837,-0.253
0.9,9.755262,-0.252
0.9,9.757672,-0.252
0.9,9.76007,-0.251
0.9,9.762455,-0.25
0.9,9.764827,-0.249
0.9,9.767186,-0.248
0.9,9.769531,-0.248
0.9,9.771864,-0.247
0.9,9.774185,-0.246
0.9,9.776494,-0.245
0.9,9.778791,-0.245
0.9,9.781074,-0.244
0.9,9.783347,-0.243
0.9,9.785607,-0.242
0.9,9.787856,-0.241
0.9,9.790094,-0.24
0.9,9.792319,-0.24
0.9,9.794533,-0.239
0.9,9.796737,-0.238
0.9,9.798929,-0.237
0.9,9.80111,-0.236
0.9,9.809726,-0.233
0.9,9.820261,-0.229
0.9,9.830547,-0.224
0.9,9.840595,-0.22
0.9,9.850415,-0.216
0.9,9.860019,-0.211
0.9,9.869414,-0.207
0.9,9.880427,-0.201
0.9,9.889396,-0.197
0.9,9.899919,-0.191
0.9,9.910194,-0.185
0.9,9.920231,-0.179
0.9,9.930042,-0.173
0.9,9.939635,-0.167
0.9,9.949021,-0.16
0.9,9.959722,-0.152
0.9,9.970165,-0.144
0.9,9.980362,-0.136
0.9,9.990326,-0.128
0.9,10.000065,-0.119
1.0,5.693063,0.508
1.0,5.699731,0.503
1.0,5.713101,0.493
1.0,5.7198,0.488
1.0,5.733232,0.479
1.0,5.739961,0.474
1.0,5.753449,0.464
1.0,5.760208,0.459
1.0,5.773752,0.449
1.0,5.780538,0.444
1.0,5.794137,0.434
1.0,5.800949,0.429
1.0,5.814599,0.419
1.0,5.821436,0.415
1.0,5.835137,0.405
1.0,5.841999,0.4
1.0,5.855747,0.39
1.0,5.862633,0.385
1.0,5.869527,0.38
1.0,5.883335,0.37
1.0,5.89025,0.365
1.0,5.9041,0.355
1.0,5.911036,0.35
1.0,5.924927,0.34
1.0,5.931884,0.335
1.0,5.945815,0.325
1.0,5.952791,0.32
1.0,5.959773,0.315
1.0,5.973755,0.305
1.0,5.980759,0.3
1.0,5.994779,0.29
1.0,6.001799,0.285
1.0,6.015863,0.275
1.0,6.022902,0.27
1.0,6.029948,0.265
1.0,6.044057,0.255
1.0,6.051122,0.25
1.0,6.06527,0.24
1.0,6.072353,0.235
1.0,6.079445,0.229
1.0,6.093642,0.219
1.0,6.100753,0.214
1.0,6.114991,0.204
1.0,6.122121,0.199
1.0,6.129255,0.194
1.0,6.143543,0.184
1.0,6.150695,0.179
1.0,6.165016,0.169
1.0,6.172185,0.164
1.0,6.179356,0.159
1.0,6.19372,0.149
1.0,6.200908,0.144
1.0,6.215294,0.134
1.0,6.222493,0.128
1.0,6.229695,0.123
1.0,6.244106,0.113
1.0,6.251317,0.108
1.0,6.265744,0.098
1.0,6.272964,0.093
1.0,6.280182,0.088
1.0,6.294632,0.078
1.0,6.301859,0.073
1.0,6.309091,0.068
1.0,6.322261,0.059
1.0,6.329278,0.054
1.0,6.341858,0.045
1.0,6.352071,0.038
1.0,6.362047,0.031
1.0,6.371801,0.024
1.0,6.381213,0.017
1.0,6.390571,0.011
1.0,6.399111,0.005
1.0,6.409157,-0.002
1.0,6.419333,-0.009
1.0,6.431084,-0.018
1.0,6.441943,-0.025
1.0,6.453005,-0.033
1.0,6.460095,-0.038
1.0,6.474792,-0.048
1.0,6.482154,-0.053
1.0,6.48953,-0.058
1.0,6.504315,-0.068
1.0,6.511724,-0.073
1.0,6.51915,-0.078
1.0,6.534043,-0.089
1.0,6.541513,-0.094
1.0,6.549,-0.099
1.0,6.564023,-0.109
1.0,6.571563,-0.114
1.0,6.579123,-0.119
1.0,6.594215,-0.129
1.0,6.60172,-0.134
1.0,6.609198,-0.139
1.0,6.624074,-0.148
1.0,6.631471,-0.153
1.0,6.646185,-0.162
1.0,6.653501,-0.167
1.0,6.66079,-0.172
1.0,6.675287,-0.181
1.0,6.682495,-0.185
1.0,6.689676,-0.19
1.0,6.703958,-0.198
1.0,6.711058,-0.202
1.0,6.725175,-0.211
1.0,6.732191,-0.215
1.0,6.73918,-0.219
1.0,6.753071,-0.227
1.0,6.759974,-0.231
1.0,6.773694,-0.239
1.0,6.780511,-0.242
1.0,6.794058,-0.25
1.0,6.800789,-0.253
1.0,6.814162,-0.26
1.0,6.820806,-0.264
1.0,6.834005,-0.271
1.0,6.84056,-0.274
1.0,6.853581,-0.28
1.0,6.860046,-0.283
1.0,6.872887,-0.289
1.0,6.879261,-0.292
1.0,6.891919,-0.298
1.0,6.904453,-0.303
1.0,6.910673,-0.306
1.0,6.923021,-0.311
1.0,6.929148,-0.314
1.0,6.941306,-0.318
1.0,6.953337,-0.323
1.0,6.959304,-0.325
1.0,6.971143,-0.329
1.0,6.982852,-0.332
1.0,6.994433,-0.336
1.0,7.000174,-0.337
1.0,7.011562,-0.34
1.0,7.022816,-0.343
1.0,7.033946,-0.345
1.0,7.039458,-0.346
1.0,7.050387,-0.348
1.0,7.061185,-0.35
1.0,7.071853,-0.351
1.0,7.08239,-0.352
1.0,7.092794,-0.353
1.0,7.103064,-0.354
1.0,7.113208,-0.354
1.0,7.123221,-0.353
1.0,7.133104,-0.353
1.0,7.142855,-0.352
1.0,7.152478,-0.351
1.0,7.161976,-0.349
1.0,7.171346,-0.348
1.0,7.180593,-0.345
1.0,7.189718,-0.343
1.0,7.20318,-0.339
1.0,7.212006,-0.335
1.0,7.220715,-0.332
1.0,7.229305,-0.327
1.0,7.24198,-0.32
1.0,7.250286,-0.315
1.0,7.262541,-0.307
1.0,7.270579,-0.301
1.0,7.28243,-0.292
1.0,7.290202,-0.285
1.0,7.301672,-0.275
1.0,7.3092,-0.268
1.0,7.320283,-0.258
1.0,7.330917,-0.247
1.0,7.341142,-0.235
1.0,7.350938,-0.222
1.0,7.360381,-0.21
1.0,7.369464,-0.198
1.0,7.381005,-0.182
1.0,7.389347,-0.169
1.0,7.399992,-0.153
1.0,7.410178,-0.136
1.0,7.419981,-0.12
1.0,7.429384,-0.104
1.0,7.440675,-0.085
1.0,7.449414,-0.071
1.0,7.460508,-0.054
1.0,7.471086,-0.04
1.0,7.479686,-0.031
1.0,7.490703,-0.024
1.0,7.49938,-0.023
1.0,7.510116,-0.027
1.0,7.52092,-0.037
1.0,7.529725,-0.049
