mass,logt,lum
0.09,9.267237,-3.255
0.09,9.274613,-3.255
0.09,9.281865,-3.255
0.09,9.288998,-3.255
0.09,9.296015,-3.255
0.09,9.302919,-3.255
0.09,9.309717,-3.255
0.09,9.316411,-3.255
0.09,9.323002,-3.255
0.09,9.329496,-3.255
0.09,9.335891,-3.255
0.09,9.342196,-3.255
0.09,9.34841,-3.255
0.09,9.354537,-3.255
0.09,9.360578,-3.255
0.09,9.366535,-3.255
0.09,9.372413,-3.255
0.09,9.378213,-3.255
0.09,9.383936,-3.255
0.09,9.389584,-3.255
0.09,9.395159,-3.255
0.09,9.400664,-3.255
0.09,9.406101,-3.255
0.09,9.41147,-3.255
0.09,9.416774,-3.255
0.09,9.422013,-3.255
0.09,9.432305,-3.255
0.09,9.442361,-3.255
0.09,9.452187,-3.255
0.09,9.461797,-3.255
0.09,9.471199,-3.255
0.09,9.480401,-3.255
0.09,9.489413,-3.255
0.09,9.502588,-3.255
0.09,9.511156,-3.255
0.09,9.519556,-3.255
0.09,9.531862,-3.255
0.09,9.539876,-3.255
0.09,9.551626,-3.255
0.09,9.559286,-3.254
0.09,9.570529,-3.254
0.09,9.581488,-3.254
0.09,9.592178,-3.254
0.09,9.59916,-3.254
0.09,9.609429,-3.254
0.09,9.61946,-3.254
0.09,9.629265,-3.254
0.09,9.642002,-3.254
0.09,9.651316,-3.254
0.09,9.660435,-3.254
0.09,9.669365,-3.254
0.09,9.680994,-3.254
0.09,9.689517,-3.254
0.09,9.700625,-3.254
0.09,9.711456,-3.254
0.09,9.719407,-3.254
0.09,9.729785,-3.254
0.09,9.739921,-3.254
0.09,9.749827,-3.254
0.09,9.759511,-3.254
0.09,9.768983,-3.254
0.09,9.780541,-3.254
0.09,9.789571,-3.254
0.09,9.8006,-3.254
0.09,9.809227,-3.254
0.09,9.819774,-3.254
0.09,9.830071,-3.254
0.09,9.84013,-3.254
0.09,9.849961,-3.253
0.09,9.859574,-3.253
0.09,9.868979,-3.253
0.09,9.880003,-3.253
0.09,9.88898,-3.253
0.09,9.899514,-3.253
0.09,9.909798,-3.253
0.09,9.919844,-3.253
0.09,9.929663,-3.253
0.09,9.939265,-3.253
0.09,9.950206,-3.253
0.09,9.959368,-3.253
0.09,9.96982,-3.253
0.09,9.980026,-3.253
0.09,9.989997,-3.253
0.09,9.999745,-3.253
0.1,5.703957,-1.154
0.1,5.738317,-1.155
0.1,5.769327,-1.157
0.1,5.797516,-1.158
0.1,5.823296,-1.159
0.1,5.846997,-1.161
0.1,5.868886,-1.162
0.1,5.889182,-1.163
0.1,5.908067,-1.165
0.1,5.925695,-1.166
0.1,5.942195,-1.167
0.1,5.95768,-1.168
0.1,5.972245,-1.17
0.1,5.985973,-1.171
0.1,5.998937,-1.172
0.1,6.011202,-1.174
0.1,6.022824,-1.175
0.1,6.033854,-1.176
0.1,6.044336,-1.177
0.1,6.05431,-1.179
0.1,6.063814,-1.18
0.1,6.072875,-1.181
0.1,6.081531,-1.182
0.1,6.089803,-1.183
0.1,6.097715,-1.185
0.1,6.105296,-1.186
0.1,6.112558,-1.187
0.1,6.119523,-1.188
0.1,6.126209,-1.189
0.1,6.132634,-1.191
0.1,6.138808,-1.192
0.1,6.144749,-1.193
0.1,6.150465,-1.194
0.1,6.15597,-1.195
0.1,6.161278,-1.196
0.1,6.166395,-1.197
0.1,6.171331,-1.198
0.1,6.176097,-1.2
0.1,6.180699,-1.201
0.1,6.185145,-1.202
0.1,6.189445,-1.203
0.1,6.193603,-1.204
0.1,6.197628,-1.205
0.1,6.20152,-1.206
0.1,6.205294,-1.207
0.1,6.208946,-1.208
0.1,6.212489,-1.209
0.1,6.215923,-1.21
0.1,6.219254,-1.211
0.1,6.222488,-1.212
0.1,6.225625,-1.213
0.1,6.228672,-1.214
0.1,6.23163,-1.215
0.1,6.234507,-1.216
0.1,6.237302,-1.217
0.1,6.24002,-1.218
0.1,6.250178,-1.222
0.1,6.259319,-1.227
0.1,6.269532,-1.233
0.1,6.280296,-1.24
0.1,6.289723,-1.247
0.1,6.299337,-1.254
0.1,6.309952,-1.262
0.1,6.319012,-1.27
0.1,6.329247,-1.28
0.1,6.339183,-1.29
0.1,6.349149,-1.3
0.1,6.359221,-1.311
0.1,6.368995,-1.322
0.1,6.380304,-1.334
0.1,6.391022,-1.346
0.1,6.399075,-1.355
0.1,6.411288,-1.368
0.1,6.419516,-1.376
0.1,6.431994,-1.389
0.1,6.440402,-1.398
0.1,6.453155,-1.411
0.1,6.461752,-1.419
0.1,6.470425,-1.428
0.1,6.479174,-1.437
0.1,6.492443,-1.45
0.1,6.501384,-1.458
0.1,6.510406,-1.467
0.1,6.519509,-1.476
0.1,6.533317,-1.489
0.1,6.542625,-1.498
0.1,6.552014,-1.507
0.1,6.561484,-1.515
0.1,6.571034,-1.524
0.1,6.580662,-1.533
0.1,6.590365,-1.541
0.1,6.600142,-1.55
0.1,6.609986,-1.559
0.1,6.619897,-1.567
0.1,6.629869,-1.576
0.1,6.6399,-1.584
0.1,6.649986,-1.593
0.1,6.66012,-1.601
0.1,6.670305,-1.61
0.1,6.680532,-1.618
0.1,6.690803,-1.626
0.1,6.701112,-1.635
0.1,6.71146,-1.643
0.1,6.721848,-1.651
0.1,6.732271,-1.659
0.1,6.742732,-1.667
0.1,6.753231,-1.675
0.1,6.76377,-1.683
0.1,6.76906,-1.688
0.1,6.779694,-1.697
0.1,6.790398,-1.706
0.1,6.801174,-1.715
0.1,6.812024,-1.724
0.1,6.82295,-1.733
0.1,6.833946,-1.742
0.1,6.839472,-1.746
0.1,6.850583,-1.755
0.1,6.861762,-1.764
0.1,6.873014,-1.773
0.1,6.884334,-1.782
0.1,6.89002,-1.786
0.1,6.901441,-1.795
0.1,6.912923,-1.804
0.1,6.924468,-1.813
0.1,6.930261,-1.817
0.1,6.941885,-1.826
0.1,6.953562,-1.835
0.1,6.959417,-1.839
0.1,6.971157,-1.848
0.1,6.982933,-1.857
0.1,6.994744,-1.866
0.1,7.000664,-1.871
0.1,7.012521,-1.88
0.1,7.024408,-1.889
0.1,7.030365,-1.893
0.1,7.0423,-1.902
0.1,7.054257,-1.911
0.1,7.060244,-1.915
0.1,7.072239,-1.924
0.1,7.084254,-1.933
0.1,7.090269,-1.938
0.1,7.102324,-1.947
0.1,7.114401,-1.956
0.1,7.120449,-1.96
0.1,7.132567,-1.97
0.1,7.144711,-1.979
0.1,7.150796,-1.983
0.1,7.162985,-1.992
0.1,7.169089,-1.997
0.1,7.181315,-2.006
0.1,7.193567,-2.015
0.1,7.199706,-2.019
0.1,7.212006,-2.028
0.1,7.224347,-2.037
0.1,7.230531,-2.042
0.1,7.242929,-2.051
0.1,7.249142,-2.055
0.1,7.261598,-2.064
0.1,7.274086,-2.073
0.1,7.280342,-2.078
0.1,7.292874,-2.087
0.1,7.299152,-2.091
0.1,7.311731,-2.1
0.1,7.324338,-2.109
0.1,7.330655,-2.114
0.1,7.34331,-2.123
0.1,7.349649,-2.127
0.1,7.362351,-2.136
0.1,7.375074,-2.145
0.1,7.381444,-2.15
0.1,7.394196,-2.159
0.1,7.400581,-2.163
0.1,7.413365,-2.173
0.1,7.419769,-2.177
0.1,7.432604,-2.187
0.1,7.439037,-2.192
0.1,7.451926,-2.201
0.1,7.464849,-2.211
0.1,7.471325,-2.216
0.1,7.484301,-2.226
0.1,7.490802,-2.23
0.1,7.503829,-2.24
0.1,7.510355,-2.245
0.1,7.523432,-2.255
0.1,7.529983,-2.26
0.1,7.543113,-2.269
0.1,7.54969,-2.274
0.1,7.562868,-2.284
0.1,7.574057,-2.292
0.1,7.583352,-2.299
0.1,7.591318,-2.305
0.1,7.601487,-2.312
0.1,7.610113,-2.319
0.1,7.619907,-2.326
0.1,7.630201,-2.334
0.1,7.640556,-2.341
0.1,7.64936,-2.348
0.1,7.659376,-2.355
0.1,7.669919,-2.363
0.1,7.679717,-2.37
0.1,7.689565,-2.377
0.1,7.69925,-2.385
0.1,7.709159,-2.392
0.1,7.719013,-2.399
0.1,7.729013,-2.406
0.1,7.739224,-2.414
0.1,7.749093,-2.421
0.1,7.759024,-2.428
0.1,7.769006,-2.436
0.1,7.779002,-2.443
0.1,7.78911,-2.45
0.1,7.798976,-2.458
0.1,7.809045,-2.465
0.1,7.819059,-2.472
0.1,7.829017,-2.48
0.1,7.839033,-2.487
0.1,7.84897,-2.494
0.1,7.858986,-2.502
0.1,7.869011,-2.509
0.1,7.879364,-2.517
0.1,7.890986,-2.525
0.1,7.901732,-2.533
0.1,7.912677,-2.541
0.1,7.919654,-2.546
0.1,7.933642,-2.557
0.1,7.940643,-2.562
0.1,7.954667,-2.572
0.1,7.961691,-2.577
0.1,7.975766,-2.588
0.1,7.982818,-2.593
0.1,7.98988,-2.598
0.1,8.004033,-2.608
0.1,8.01113,-2.614
0.1,8.025363,-2.624
0.1,8.032498,-2.629
0.1,8.039644,-2.635
0.1,8.053988,-2.645
0.1,8.061181,-2.65
0.1,8.075616,-2.661
0.1,8.082861,-2.666
0.1,8.090124,-2.672
0.1,8.104706,-2.682
0.1,8.112025,-2.688
0.1,8.119365,-2.693
0.1,8.134104,-2.704
0.1,8.141506,-2.709
0.1,8.156373,-2.72
0.1,8.163838,-2.725
0.1,8.171329,-2.731
0.1,8.186386,-2.742
0.1,8.193951,-2.747
0.1,8.201545,-2.753
0.1,8.209166,-2.758
0.1,8.224492,-2.769
0.1,8.2322,-2.775
0.1,8.23994,-2.78
0.1,8.255523,-2.792
0.1,8.263369,-2.797
0.1,8.271256,-2.803
0.1,8.279185,-2.808
0.1,8.295178,-2.82
0.1,8.30325,-2.825
0.1,8.311377,-2.831
0.1,8.319562,-2.837
0.1,8.336125,-2.848
0.1,8.344514,-2.854
0.1,8.352981,-2.86
0.1,8.361531,-2.865
0.1,8.370171,-2.871
0.1,8.387747,-2.883
0.1,8.396696,-2.888
0.1,8.405768,-2.894
0.1,8.41497,-2.9
0.1,8.424315,-2.906
0.1,8.433811,-2.912
0.1,8.443476,-2.918
0.1,8.45332,-2.924
0.1,8.463358,-2.93
0.1,8.473605,-2.936
0.1,8.484082,-2.942
0.1,8.49481,-2.948
0.1,8.505806,-2.954
0.1,8.517106,-2.96
0.1,8.52873,-2.966
0.1,8.540717,-2.972
0.1,8.553118,-2.978
0.1,8.565988,-2.984
0.1,8.579052,-2.989
0.1,8.591956,-2.995
0.1,8.604698,-3.0
0.1,8.617271,-3.005
0.1,8.629671,-3.009
0.1,8.641893,-3.013
0.1,8.653935,-3.017
0.1,8.665794,-3.021
0.1,8.677466,-3.025
0.1,8.688953,-3.028
0.1,8.700252,-3.031
0.1,8.711363,-3.033
0.1,8.722287,-3.036
0.1,8.733023,-3.038
0.1,8.743576,-3.04
0.1,8.753944,-3.042
0.1,8.764131,-3.044
0.1,8.774138,-3.046
0.1,8.785851,-3.048
0.1,8.7995,-3.049
0.1,8.815334,-3.051
0.1,8.833602,-3.053
0.1,8.853335,-3.055
0.1,8.872209,-3.056
0.1,8.890297,-3.058
0.1,8.907662,-3.059
0.1,8.924359,-3.059
0.1,8.940438,-3.06
0.1,8.955943,-3.06
0.1,8.970913,-3.061
0.1,8.985385,-3.061
0.1,8.999389,-3.061
0.1,9.012955,-3.062
0.1,9.026112,-3.062
0.1,9.038882,-3.062
0.1,9.051288,-3.062
0.1,9.063348,-3.062
0.1,9.07508,-3.062
0.1,9.086506,-3.062
0.1,9.097639,-3.062
0.1,9.108494,-3.062
0.1,9.119084,-3.062
0.1,9.129419,-3.062
0.1,9.139517,-3.062
0.1,9.149385,-3.062
0.1,9.159035,-3.062
0.1,9.168474,-3.062
0.1,9.17771,-3.062
0.1,9.186756,-3.062
0.1,9.195617,-3.062
0.1,9.204302,-3.062
0.1,9.212816,-3.062
0.1,9.221166,-3.062
0.1,9.229357,-3.062
0.1,9.237398,-3.062
0.1,9.245293,-3.062
0.1,9.253047,-3.062
0.1,9.260665,-3.062
0.1,9.26815,-3.062
0.1,9.275509,-3.062
0.1,9.282747,-3.062
0.1,9.289865,-3.062
0.1,9.296869,-3.062
0.1,9.30376,-3.062
0.1,9.310545,-3.062
0.1,9.317225,-3.062
0.1,9.323805,-3.062
0.1,9.330286,-3.062
0.1,9.33667,-3.062
0.1,9.342963,-3.062
0.1,9.349167,-3.062
0.1,9.355283,-3.062
0.1,9.361314,-3.062
0.1,9.367263,-3.062
0.1,9.373129,-3.062
0.1,9.378919,-3.062
0.1,9.384633,-3.062
0.1,9.390273,-3.062
0.1,9.39584,-3.062
0.1,9.401335,-3.062
0.1,9.406763,-3.062
0.1,9.412124,-3.062
0.1,9.41742,-3.062
0.1,9.422652,-3.062
0.1,9.42782,-3.062
0.1,9.432929,-3.062
0.1,9.437979,-3.062
0.1,9.44297,-3.062
0.1,9.447905,-3.062
0.1,9.452783,-3.062
0.1,9.46238,-3.062
0.1,9.47177,-3.062
0.1,9.480959,-3.062
0.1,9.48996,-3.062
0.1,9.503119,-3.062
0.1,9.511676,-3.062
0.1,9.520068,-3.062
0.1,9.532358,-3.062
0.1,9.540363,-3.062
0.1,9.5521,-3.062
0.1,9.559752,-3.062
0.1,9.570983,-3.062
0.1,9.581931,-3.062
0.1,9.589079,-3.062
0.1,9.599586,-3.062
0.1,9.609844,-3.062
0.1,9.619865,-3.062
0.1,9.629661,-3.062
0.1,9.63924,-3.062
0.1,9.651694,-3.062
0.1,9.660804,-3.062
0.1,9.669727,-3.062
0.1,9.681347,-3.062
0.1,9.689862,-3.061
0.1,9.700961,-3.061
0.1,9.709105,-3.061
0.1,9.719729,-3.061
0.1,9.7301,-3.061
0.1,9.740228,-3.061
0.1,9.750127,-3.061
0.1,9.759805,-3.061
0.1,9.769271,-3.061
0.1,9.780821,-3.061
0.1,9.789845,-3.061
0.1,9.800868,-3.061
0.1,9.809489,-3.061
0.1,9.82003,-3.061
0.1,9.830321,-3.061
0.1,9.840374,-3.061
0.1,9.850199,-3.061
0.1,9.859808,-3.061
0.1,9.869208,-3.061
0.1,9.880226,-3.061
0.1,9.889199,-3.061
0.1,9.899727,-3.061
0.1,9.910006,-3.061
0.1,9.920047,-3.061
0.1,9.929862,-3.06
0.1,9.939459,-3.06
0.1,9.950395,-3.06
0.1,9.959554,-3.06
0.1,9.970001,-3.06
0.1,9.980203,-3.06
0.1,9.99017,-3.06
0.1,9.999914,-3.06
0.11,5.709729,-1.075
0.11,5.739124,-1.076
0.11,5.76596,-1.078
0.11,5.790594,-1.079
0.11,5.813315,-1.081
0.11,5.83436,-1.082
0.11,5.853923,-1.083
0.11,5.872169,-1.085
0.11,5.889237,-1.086
0.11,5.905245,-1.088
0.11,5.920294,-1.089
0.11,5.934473,-1.09
0.11,5.947859,-1.092
0.11,5.960519,-1.093
0.11,5.972512,-1.094
0.11,5.983892,-1.096
0.11,5.994705,-1.097
0.11,6.004992,-1.098
0.11,6.014793,-1.1
0.11,6.024141,-1.101
0.11,6.033066,-1.102
0.11,6.041598,-1.104
0.11,6.049757,-1.105
0.11,6.057575,-1.106
0.11,6.065064,-1.107
0.11,6.07225,-1.109
0.11,6.079145,-1.11
0.11,6.085772,-1.111
0.11,6.092141,-1.112
0.11,6.09827,-1.114
0.11,6.104169,-1.115
0.11,6.109852,-1.116
0.11,6.115331,-1.117
0.11,6.12061,-1.119
0.11,6.125709,-1.12
0.11,6.130626,-1.121
0.11,6.135381,-1.122
0.11,6.139973,-1.123
0.11,6.144412,-1.124
0.11,6.148711,-1.126
0.11,6.152866,-1.127
0.11,6.156891,-1.128
0.11,6.16079,-1.129
0.11,6.164567,-1.13
0.11,6.168226,-1.131
0.11,6.171779,-1.132
0.11,6.175222,-1.133
0.11,6.178565,-1.134
0.11,6.181812,-1.135
0.11,6.184964,-1.137
0.11,6.191001,-1.139
0.11,6.199445,-1.142
0.11,6.209687,-1.146
0.11,6.221078,-1.15
0.11,6.229226,-1.154
0.11,6.2401,-1.159
0.11,6.249619,-1.164
0.11,6.259326,-1.172
0.11,6.27004,-1.181
0.11,6.27919,-1.189
0.11,6.289529,-1.198
0.11,6.299577,-1.209
0.11,6.309125,-1.219
0.11,6.318987,-1.229
0.11,6.32907,-1.241
0.11,6.339851,-1.253
0.11,6.352358,-1.266
0.11,6.360582,-1.276
0.11,6.373081,-1.289
0.11,6.381518,-1.298
0.11,6.390034,-1.307
0.11,6.402961,-1.32
0.11,6.41168,-1.329
0.11,6.420479,-1.338
0.11,6.429355,-1.347
0.11,6.442814,-1.36
0.11,6.451879,-1.369
0.11,6.461017,-1.378
0.11,6.470224,-1.386
0.11,6.479503,-1.395
0.11,6.493554,-1.408
0.11,6.503007,-1.417
0.11,6.51253,-1.425
0.11,6.522122,-1.434
0.11,6.531782,-1.443
0.11,6.541511,-1.451
0.11,6.551307,-1.46
0.11,6.561171,-1.468
0.11,6.571102,-1.477
0.11,6.5811,-1.485
0.11,6.591165,-1.494
0.11,6.601293,-1.502
0.11,6.611486,-1.511
0.11,6.621741,-1.519
0.11,6.632054,-1.527
0.11,6.642424,-1.536
0.11,6.652848,-1.544
0.11,6.663321,-1.552
0.11,6.673842,-1.56
0.11,6.679119,-1.565
0.11,6.689705,-1.573
0.11,6.700328,-1.581
0.11,6.710987,-1.589
0.11,6.721679,-1.597
0.11,6.732399,-1.605
0.11,6.743144,-1.613
0.11,6.753911,-1.62
0.11,6.759303,-1.625
0.11,6.770115,-1.634
0.11,6.780979,-1.643
0.11,6.791899,-1.652
0.11,6.802869,-1.661
0.11,6.813892,-1.67
0.11,6.819424,-1.675
0.11,6.830526,-1.684
0.11,6.841684,-1.693
0.11,6.852898,-1.702
0.11,6.864169,-1.711
0.11,6.869825,-1.715
0.11,6.881181,-1.724
0.11,6.892601,-1.733
0.11,6.904078,-1.742
0.11,6.909839,-1.746
0.11,6.921409,-1.755
0.11,6.933039,-1.764
0.11,6.944728,-1.773
0.11,6.950596,-1.777
0.11,6.962372,-1.786
0.11,6.974206,-1.795
0.11,6.980143,-1.799
0.11,6.992056,-1.808
0.11,7.00402,-1.817
0.11,7.010016,-1.821
0.11,7.022045,-1.83
0.11,7.034111,-1.839
0.11,7.040159,-1.843
0.11,7.052267,-1.852
0.11,7.064402,-1.861
0.11,7.070481,-1.865
0.11,7.082649,-1.874
0.11,7.094838,-1.883
0.11,7.100942,-1.887
0.11,7.113161,-1.896
0.11,7.119279,-1.901
0.11,7.131526,-1.91
0.11,7.143786,-1.919
0.11,7.149921,-1.923
0.11,7.1622,-1.932
0.11,7.17449,-1.941
0.11,7.180642,-1.945
0.11,7.192958,-1.954
0.11,7.199124,-1.959
0.11,7.211468,-1.968
0.11,7.223831,-1.977
0.11,7.23002,-1.981
0.11,7.242422,-1.99
0.11,7.254848,-1.999
0.11,7.26107,-2.003
0.11,7.273531,-2.012
0.11,7.279772,-2.017
0.11,7.292272,-2.026
0.11,7.304801,-2.035
0.11,7.311078,-2.039
0.11,7.32365,-2.048
0.11,7.329949,-2.053
0.11,7.342569,-2.061
0.11,7.35521,-2.07
0.11,7.361539,-2.075
0.11,7.374217,-2.084
0.11,7.380564,-2.088
0.11,7.393273,-2.097
0.11,7.399637,-2.102
0.11,7.41239,-2.111
0.11,7.425182,-2.12
0.11,7.431595,-2.125
0.11,7.444459,-2.135
0.11,7.450908,-2.14
0.11,7.463835,-2.149
0.11,7.470313,-2.154
0.11,7.483298,-2.164
0.11,7.489802,-2.168
0.11,7.502837,-2.178
0.11,7.509069,-2.183
0.11,7.519673,-2.19
0.11,7.532429,-2.2
0.11,7.539511,-2.205
0.11,7.551394,-2.214
0.11,7.561157,-2.221
0.11,7.569456,-2.227
0.11,7.579969,-2.235
0.11,7.590174,-2.242
0.11,7.599955,-2.249
0.11,7.609268,-2.256
0.11,7.619722,-2.264
0.11,7.629257,-2.271
0.11,7.639188,-2.278
0.11,7.649144,-2.285
0.11,7.659309,-2.293
0.11,7.669031,-2.3
0.11,7.679167,-2.307
0.11,7.689088,-2.314
0.11,7.699096,-2.322
0.11,7.709128,-2.329
0.11,7.718971,-2.336
0.11,7.729021,-2.344
0.11,7.738997,-2.351
0.11,7.749011,-2.358
0.11,7.759012,-2.365
0.11,7.769016,-2.373
0.11,7.779004,-2.38
0.11,7.788992,-2.387
0.11,7.799005,-2.394
0.11,7.808993,-2.402
0.11,7.819464,-2.409
0.11,7.831059,-2.417
0.11,7.839396,-2.423
0.11,7.851127,-2.432
0.11,7.864965,-2.442
0.11,7.871898,-2.447
0.11,7.885786,-2.457
0.11,7.89274,-2.462
0.11,7.899701,-2.467
0.11,7.913646,-2.477
0.11,7.920629,-2.482
0.11,7.934615,-2.492
0.11,7.941617,-2.497
0.11,7.955644,-2.507
0.11,7.962669,-2.512
0.11,7.969701,-2.517
0.11,7.983793,-2.527
0.11,7.990852,-2.532
0.11,8.004996,-2.542
0.11,8.012086,-2.547
0.11,8.019183,-2.552
0.11,8.03342,-2.563
0.11,8.040555,-2.568
0.11,8.05487,-2.578
0.11,8.062048,-2.583
0.11,8.069242,-2.588
0.11,8.083689,-2.599
0.11,8.090942,-2.604
0.11,8.105507,-2.614
0.11,8.112826,-2.619
0.11,8.120166,-2.624
0.11,8.134929,-2.635
0.11,8.142352,-2.64
0.11,8.149804,-2.645
0.11,8.164802,-2.656
0.11,8.172355,-2.661
0.11,8.179945,-2.666
0.11,8.195246,-2.677
0.11,8.202962,-2.682
0.11,8.210725,-2.688
0.11,8.226394,-2.698
0.11,8.234307,-2.704
0.11,8.242278,-2.709
0.11,8.250305,-2.715
0.11,8.266552,-2.725
0.11,8.274774,-2.731
0.11,8.28307,-2.736
0.11,8.291444,-2.742
0.11,8.299902,-2.747
0.11,8.317083,-2.758
0.11,8.325821,-2.763
0.11,8.334667,-2.769
0.11,8.343627,-2.774
0.11,8.352709,-2.78
0.11,8.361922,-2.785
0.11,8.37128,-2.791
0.11,8.380794,-2.796
0.11,8.390478,-2.802
0.11,8.400346,-2.807
0.11,8.410416,-2.813
0.11,8.420706,-2.818
0.11,8.431245,-2.824
0.11,8.442053,-2.829
0.11,8.453167,-2.835
0.11,8.464619,-2.84
0.11,8.476452,-2.846
0.11,8.488711,-2.851
0.11,8.501458,-2.856
0.11,8.514052,-2.862
0.11,8.52649,-2.866
0.11,8.538767,-2.871
0.11,8.550879,-2.875
0.11,8.562821,-2.879
0.11,8.574589,-2.883
0.11,8.586182,-2.887
0.11,8.597598,-2.89
0.11,8.608834,-2.893
0.11,8.61989,-2.896
0.11,8.630766,-2.898
0.11,8.641461,-2.9
0.11,8.651977,-2.903
0.11,8.662316,-2.905
0.11,8.672477,-2.907
0.11,8.682463,-2.908
0.11,8.692276,-2.91
0.11,8.701919,-2.911
0.11,8.713215,-2.913
0.11,8.726393,-2.914
0.11,8.741697,-2.916
0.11,8.759376,-2.918
0.11,8.779684,-2.919
0.11,8.801958,-2.92
0.11,8.823146,-2.922
0.11,8.843348,-2.922
0.11,8.862652,-2.923
0.11,8.881135,-2.924
0.11,8.898862,-2.924
0.11,8.915895,-2.924
0.11,8.932284,-2.924
0.11,8.948077,-2.925
0.11,8.963316,-2.925
0.11,8.978039,-2.925
0.11,8.992279,-2.925
0.11,9.006068,-2.925
0.11,9.019428,-2.925
0.11,9.032393,-2.925
0.11,9.044982,-2.925
0.11,9.057217,-2.925
0.11,9.069117,-2.925
0.11,9.080695,-2.925
0.11,9.091976,-2.925
0.11,9.102972,-2.925
0.11,9.113696,-2.925
0.11,9.124162,-2.925
0.11,9.134381,-2.925
0.11,9.144362,-2.925
0.11,9.154123,-2.925
0.11,9.163668,-2.925
0.11,9.173008,-2.925
0.11,9.182152,-2.925
0.11,9.191104,-2.925
0.11,9.199879,-2.925
0.11,9.208479,-2.925
0.11,9.216912,-2.925
0.11,9.225185,-2.925
0.11,9.233301,-2.925
0.11,9.24127,-2.925
0.11,9.249096,-2.925
0.11,9.256783,-2.925
0.11,9.264336,-2.925
0.11,9.271758,-2.925
0.11,9.279058,-2.925
0.11,9.286236,-2.925
0.11,9.293298,-2.925
0.11,9.300248,-2.925
0.11,9.307087,-2.925
0.11,9.313819,-2.925
0.11,9.32045,-2.925
0.11,9.326981,-2.925
0.11,9.333415,-2.925
0.11,9.339755,-2.925
0.11,9.346003,-2.925
0.11,9.352163,-2.925
0.11,9.358238,-2.925
0.11,9.364228,-2.925
0.11,9.370137,-2.925
0.11,9.375965,-2.925
0.11,9.381718,-2.925
0.11,9.387395,-2.925
0.11,9.392999,-2.925
0.11,9.398532,-2.925
0.11,9.403993,-2.925
0.11,9.409389,-2.925
0.11,9.414718,-2.925
0.11,9.419982,-2.925
0.11,9.425184,-2.925
0.11,9.430322,-2.925
0.11,9.435402,-2.925
0.11,9.440423,-2.925
0.11,9.445386,-2.925
0.11,9.450294,-2.925
0.11,9.455146,-2.925
0.11,9.459944,-2.925
0.11,9.464691,-2.925
0.11,9.469386,-2.925
0.11,9.474031,-2.925
0.11,9.483173,-2.925
0.11,9.492129,-2.925
0.11,9.500903,-2.925
0.11,9.509502,-2.925
0.11,9.522092,-2.925
0.11,9.530286,-2.925
0.11,9.542295,-2.925
0.11,9.550119,-2.925
0.11,9.5616,-2.924
0.11,9.569087,-2.924
0.11,9.580083,-2.924
0.11,9.590806,-2.924
0.11,9.601272,-2.924
0.11,9.611491,-2.924
0.11,9.621475,-2.924
0.11,9.631235,-2.924
0.11,9.640779,-2.924
0.11,9.65012,-2.924
0.11,9.659263,-2.924
0.11,9.671162,-2.924
0.11,9.679877,-2.924
0.11,9.691232,-2.924
0.11,9.699558,-2.924
0.11,9.710415,-2.924
0.11,9.721008,-2.924
0.11,9.731349,-2.924
0.11,9.741449,-2.924
0.11,9.75132,-2.924
0.11,9.760971,-2.924
0.11,9.770412,-2.924
0.11,9.779653,-2.924
0.11,9.790934,-2.924
0.11,9.799753,-2.924
0.11,9.81053,-2.924
0.11,9.821046,-2.924
0.11,9.829279,-2.924
0.11,9.839355,-2.924
0.11,9.849204,-2.924
0.11,9.860734,-2.924
0.11,9.870115,-2.924
0.11,9.879297,-2.923
0.11,9.890065,-2.923
0.11,9.900572,-2.923
0.11,9.909139,-2.923
0.11,9.9192,-2.923
0.11,9.929034,-2.923
0.11,9.940231,-2.923
0.11,9.949605,-2.923
0.11,9.960291,-2.923
0.11,9.969246,-2.923
0.11,9.979465,-2.923
0.11,9.989449,-2.923
0.11,9.999209,-2.923
0.13,5.702708,-0.926
0.13,5.72526,-0.928
0.13,5.746176,-0.929
0.13,5.765643,-0.931
0.13,5.783821,-0.932
0.13,5.800845,-0.934
0.13,5.816828,-0.935
0.13,5.83187,-0.937
0.13,5.846056,-0.938
0.13,5.859462,-0.939
0.13,5.872152,-0.941
0.13,5.884186,-0.942
0.13,5.895614,-0.944
0.13,5.906482,-0.945
0.13,5.916832,-0.947
0.13,5.9267,-0.948
0.13,5.93612,-0.95
0.13,5.945122,-0.951
0.13,5.953733,-0.952
0.13,5.961978,-0.954
0.13,5.96988,-0.955
0.13,5.97746,-0.957
0.13,5.984736,-0.958
0.13,5.991727,-0.959
0.13,5.998448,-0.961
0.13,6.004914,-0.962
0.13,6.011139,-0.964
0.13,6.017138,-0.965
0.13,6.022919,-0.966
0.13,6.028498,-0.968
0.13,6.033882,-0.969
0.13,6.039081,-0.97
0.13,6.044101,-0.972
0.13,6.048954,-0.973
0.13,6.053651,-0.974
0.13,6.058194,-0.976
0.13,6.06259,-0.977
0.13,6.066851,-0.978
0.13,6.070976,-0.98
0.13,6.082617,-0.983
0.13,6.089813,-0.986
0.13,6.099853,-0.99
0.13,6.109075,-0.993
0.13,6.120261,-0.998
0.13,6.13034,-1.003
0.13,6.139467,-1.007
0.13,6.149718,-1.013
0.13,6.160589,-1.019
0.13,6.170156,-1.025
0.13,6.179962,-1.032
0.13,6.189715,-1.039
