C/H,N/H,Mg/H,Si/H,O/H,Fe/H,S/H,He/H,mass,name
0.0003882923513560957,9.757540287139708e-05,6.048464152467975e-05,4.676853884259374e-05,0.0007073000133421646,4.620379195196137e-05,1.9053453043337104e-05,0.08078573825233738,0.85946586462206,03000902-4704254
0.00016268398303980518,4.088375901458992e-05,2.42257835809559e-05,1.9594129301426793e-05,0.0002963251142473773,1.874501780206264e-05,7.983210489481488e-06,0.0797127764236016,0.8395003273083158,10201246-2804270
0.0001721212226111825,4.3254317426514154e-05,2.978533512334554e-05,2.073210004894928e-05,0.0003135336930726892,1.987451327038761e-05,8.446325860830495e-06,0.07976525898281606,1.2841671603761775,07190520-4355072
0.00019532669079527147,4.9083454804566604e-05,2.8352903876953633e-05,2.352531931561229e-05,0.00035578770352780913,2.265856011801168e-05,9.584661565959656e-06,0.07986563457539543,0.8399946858511633,05192151-5401407
0.0002560788452662776,6.435423498734122e-05,4.2590463125454806e-05,3.084418080092537e-05,0.00046646975847230315,3.000631042253835e-05,1.256596840645846e-05,0.08016286365272186,1.0515164524072154,09594964-1756313
0.0001481294287685078,3.722495576187476e-05,2.422670910613202e-05,1.7840248663383506e-05,0.0002698016362090428,1.7007983253758495e-05,7.268456048408159e-06,0.07964812330996951,0.9192238348598092,11232552-3447513
0.0001346767395062264,3.384350031739144e-05,2.2733283502859674e-05,1.6221241072862064e-05,0.00024531809654921,1.5410235836999306e-05,6.608553074049135e-06,0.07958561497386586,1.250093999503342,15100029-3818270
0.00015983573358167836,4.016681762861116e-05,2.6058986521442797e-05,1.9251748785545784e-05,0.0002911394475052013,1.8404942143669858e-05,7.843358610118672e-06,0.07970360358530999,1.0541791401595764,10404747-1757299
0.0002116600174810113,5.3188730577282074e-05,3.266467786238402e-05,2.5493217783124225e-05,0.0003855464218379279,2.4626727016581696e-05,1.0386121627963313e-05,0.07994643228210582,0.8193279689875946,01194738-5951556
0.0002516166331620712,6.323064555676328e-05,4.017872246691527e-05,3.0305625980387746e-05,0.0004583295464415855,2.9463512795977304e-05,1.2346570001218097e-05,0.08013841162617139,0.7993560059888618,09280230-0028105
0.00012478527610242348,3.1359390531002674e-05,1.7420971015844177e-05,1.5030999064518648e-05,0.00022729981694052213,1.4238339474675411e-05,6.123337560372182e-06,0.07953166434464193,0.7194594609973672,22192548-1500377
0.0002424020070511127,6.091547305536002e-05,3.593401925685697e-05,2.91958459892835e-05,0.00044153759571849275,2.834513550964347e-05,1.1894424397988264e-05,0.08008935790283911,0.799996003025257,13491351-2007571
0.0002428982463981896,6.104015982247593e-05,4.0069724818123746e-05,2.925618992903e-05,0.0004424496756057316,2.8405832699050903e-05,1.1919252375338076e-05,0.08009941687976165,1.3990167736473331,14595047-4007447
0.0001441245267417774,3.621921338952253e-05,2.2389805256979036e-05,1.7359911865105303e-05,0.00026253198462172604,1.6532309609454167e-05,7.072189585368505e-06,0.07962690563212753,0.7602152796721415,01394720-4654166
0.00015732954791932056,3.95373579640633e-05,2.1331383275161957e-05,1.8949556641871974e-05,0.0002865739792751283,1.8105838095525224e-05,7.720548499914312e-06,0.07968351598275186,0.7594160371335602,10590820-2804255
0.00023133260367063965,5.813574427679447e-05,3.261081778757894e-05,2.7863341417510888e-05,0.0004213920703308568,2.700505632239823e-05,1.1351698973545917e-05,0.08003384765359899,0.8391825518086816,11180079-0602335
0.00010446112575607903,2.6252569529821682e-05,1.499109368577398e-05,1.258091322806358e-05,0.00019027779642890894,1.184087146925303e-05,5.125902298025563e-06,0.07943692102766879,0.7071291479538092,01240903-3707470
0.00010569592215978542,2.6565618970173897e-05,1.5355899680170564e-05,1.2732388223927167e-05,0.0001925319569265425,1.1986646203749985e-05,5.1870732823072325e-06,0.0794431056596805,0.759172621284938,13004919-4057300
0.00014055811169563206,3.532359601064405e-05,2.3280738661850955e-05,1.6930743697024024e-05,0.00025604592525576295,1.6108968044015376e-05,6.8973414879493734e-06,0.0796127806668479,1.0347575939910996,15100754-3950309
0.0001920103451484652,4.825016488931565e-05,2.7463971284040194e-05,2.3126130331993307e-05,0.0003497466277429028,2.225925142788446e-05,9.421407735720809e-06,0.0798492064047135,0.8668253250439435,11003317-2805414
0.0002486456886858272,6.248626915188814e-05,3.35360196115495e-05,2.9948504975111878e-05,0.0004529232802636167,2.9103368752493695e-05,1.2201209523145957e-05,0.08011261946259056,1.161335597830702,07591114-0032214
0.00015795158868114529,3.969128703160283e-05,2.2608256920935513e-05,1.9024324874365978e-05,0.0002877190076826528,1.8179979863295287e-05,7.750867519835343e-06,0.07968870890910217,0.8994463562598226,14272548-0901443
0.0002410818069683624,6.058277794508276e-05,3.133924778557367e-05,2.903710413884545e-05,0.00043914360655879404,2.81854276177941e-05,1.1829710100540404e-05,0.08007479321551325,0.7794688370783454,19405272-4701541
0.00024185315703738165,6.077724406403138e-05,4.273129493943281e-05,2.9130206180770618e-05,0.0004405415033269059,2.8278850984921506e-05,1.1867623175819614e-05,0.08009980168290375,0.9495360486235777,08182922-2305318
0.00012550570661536115,3.1537034138370224e-05,2.1254785494245115e-05,1.5117077449385173e-05,0.0002286015763213976,1.4322948937856928e-05,6.1587416760551215e-06,0.07954210325430788,0.9643469765215076,07402066-0024253
0.0001139157962816924,2.8633032250963254e-05,1.832724297583009e-05,1.3723300739011303e-05,0.0002075439706897903,1.2956540193482984e-05,5.591345936931407e-06,0.0794852461187828,1.2350140423302118,15100020-3558386
0.0002165692295693582,5.442537002260672e-05,3.9292870000948835e-05,2.6086267346711417e-05,0.0003945073139134259,2.521991443733195e-05,1.0627286298280773e-05,0.07998085541825631,1.5425083200917808,08190409-2255299
0.00011498011516070675,2.8894785610695734e-05,1.9251409451032967e-05,1.3848439556629886e-05,0.0002094465355763677,1.3080169846817022e-05,5.642468261926951e-06,0.0794916473019019,0.719997,22492432-5554422
0.00016212470368065913,4.074153637567235e-05,2.5613049226815444e-05,1.9526418247512754e-05,0.00029532363787286207,1.8677899614717177e-05,7.955294349958178e-06,0.07971293758542077,1.0936543467434217,10191751-2802325
0.0002393706567409198,6.0154000210807114e-05,3.246878073813128e-05,2.8831340452021598e-05,0.00043602183356972684,2.7978159594666406e-05,1.1746148057547685e-05,0.08006931797548703,0.9191185041589895,02390250-0101575
